OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2001-049PF","PSLV DEB","28853","IND","97.05","98.08","642","593","SMALL","0","2001-10-22",""
"2001-049PE","PSLV DEB","28852","IND","97.76","98.19","684","619","SMALL","0","2001-10-22",""
"2001-049PD","PSLV DEB","28851","IND","96.39","97.97","614","557","SMALL","0","2001-10-22",""
"2001-049PC","PSLV DEB","28850","IND","94.03","97.56","478","465","SMALL","0","2001-10-22",""
"1965-108CS","TITAN 3C TRANSTAGE DEB","28840","US","535.81","26.58","30512","437","SMALL","0","1965-12-21",""
"1965-108CR","TITAN 3C TRANSTAGE DEB","28839","US","565.05","26.50","31480","1044","MEDIUM","0","1965-12-21",""
"1965-108CQ","TITAN 3C TRANSTAGE DEB","28838","US","534.47","26.15","30132","744","SMALL","0","1965-12-21",""
"1965-108CP","TITAN 3C TRANSTAGE DEB","28837","US","546.96","26.00","30200","1353","MEDIUM","0","1965-12-21",""
"1965-108CN","TITAN 3C TRANSTAGE DEB","28836","US","538.64","26.64","30490","612","SMALL","0","1965-12-21",""
"1965-108CM","TITAN 3C TRANSTAGE DEB","28835","US","523.89","27.31","29646","652","SMALL","0","1965-12-21",""
"1965-108CL","TITAN 3C TRANSTAGE DEB","28834","US","556.58","26.80","30879","1192","MEDIUM","0","1965-12-21",""
"1965-108CK","TITAN 3C TRANSTAGE DEB","28833","US","544.04","27.75","30214","1181","SMALL","0","1965-12-21",""
"2005-032A","MONITOR-E 1","28822","CIS","90.53","97.03","302","298","LARGE","0","2005-08-26",""
"2005-032A","MONITOR-E 1","28822","CIS","90.53","97.03","303","299","LARGE","0","2005-08-26",""
"1965-108CJ","TITAN 3C TRANSTAGE DEB","28821","US","546.42","28.26","30199","1325","SMALL","0","1965-12-21",""
"1965-108CH","TITAN 3C TRANSTAGE DEB","28820","US","510.88","26.55","29086","496","SMALL","0","1965-12-21",""
"1965-108CG","TITAN 3C TRANSTAGE DEB","28819","US","532.48","27.38","30012","755","SMALL","0","1965-12-21",""
"1965-108CF","TITAN 3C TRANSTAGE DEB","28818","US","559.43","27.07","31046","1177","SMALL","0","1965-12-21",""
"1965-108CE","TITAN 3C TRANSTAGE DEB","28817","US","412.01","26.21","23532","394","SMALL","0","1965-12-21",""
"1965-108CD","TITAN 3C TRANSTAGE DEB","28816","US","547.10","26.33","30226","1334","SMALL","0","1965-12-21",""
"1965-108CC","TITAN 3C TRANSTAGE DEB","28815","US","552.55","26.41","30943","911","SMALL","0","1965-12-21",""
"1965-108CB","TITAN 3C TRANSTAGE DEB","28814","US","554.03","26.31","31130","803","SMALL","0","1965-12-21",""
"2005-031E","SL-24 DEB","28813","CIS","95.00","98.08","527","510","LARGE","0","2005-08-23",""
"2005-031D","SL-24 DEB","28812","CIS","95.81","98.07","566","550","LARGE","0","2005-08-23",""
"2005-031C","SL-24 R/B","28811","CIS","102.86","97.81","1194","594","LARGE","0","2005-08-23",""
"2005-031B","INDEX","28810","JPN","96.61","98.15","616","576","MEDIUM","0","2005-08-23",""
"2005-031A","OICETS","28809","JPN","95.99","97.95","576","557","LARGE","0","2005-08-23",""
"1965-108CA","TITAN 3C TRANSTAGE DEB","28808","US","355.81","27.85","20205","305","SMALL","0","1965-12-21",""
"1965-108BZ","TITAN 3C TRANSTAGE DEB","28807","US","547.42","25.18","31066","512","SMALL","0","1965-12-21",""
"1965-108BY","TITAN 3C TRANSTAGE DEB","28806","US","540.41","27.42","30164","1035","SMALL","0","1965-12-21",""
"1965-108BX","TITAN 3C TRANSTAGE DEB","28805","US","523.60","26.15","29768","514","SMALL","0","1965-12-21",""
"1965-108BW","TITAN 3C TRANSTAGE DEB","28804","US","544.13","27.06","30225","1175","SMALL","0","1965-12-21",""
"1965-063N","SCOUT B DEB","28803","US","121.23","69.22","2348","1123","SMALL","0","1965-08-10",""
"1965-063M","SCOUT B DEB","28802","US","120.55","69.25","2267","1144","SMALL","0","1965-08-10",""
"1965-063L","SCOUT B DEB","28801","US","120.48","69.24","2281","1123","SMALL","0","1965-08-10",""
"1965-063K","SCOUT B DEB","28800","US","119.89","69.22","2294","1057","SMALL","0","1965-08-10",""
"1965-063J","SCOUT B DEB","28799","US","120.57","69.18","2307","1105","SMALL","0","1965-08-10",""
"1965-063H","SCOUT B DEB","28798","US","120.86","69.23","2311","1128","SMALL","0","1965-08-10",""
"1965-063G","SCOUT B DEB","28797","US","120.44","69.21","2244","1157","SMALL","0","1965-08-10",""
"1965-063F","SCOUT B DEB","28796","US","120.83","69.22","2301","1134","SMALL","0","1965-08-10",""
"1965-063E","SCOUT B DEB","28795","US","121.89","69.26","2386","1145","SMALL","0","1965-08-10",""
"1965-063D","SCOUT B DEB","28794","US","121.93","69.20","2404","1131","SMALL","0","1965-08-10",""
"1965-063C","SCOUT B DEB","28793","US","119.16","69.22","2247","1039","SMALL","0","1965-08-10",""
"2005-030A","GALAXY 14","28790","US","1436.10","0.01","35797","35776","LARGE","0","2005-08-13",""
"2005-029B","ATLAS 5 CENTAUR R/B","28789","US","","","","","LARGE","0","2005-08-12","HELIOCENTRIC ORBIT (SUN)"
"2005-029A","MRO","28788","US","","","","","LARGE","0","2005-08-12","HELIOCENTRIC ORBIT (SUN)"
"2005-028B","ARIANE 5 R/B","28787","FR","635.57","7.40","35682","536","LARGE","0","2005-08-11",""
"2005-028A","IPSTAR 1","28786","THAI","1436.11","0.03","35800","35774","LARGE","0","2005-08-11",""
"2005-028A","IPSTAR 1","28786","THAI","1436.09","0.02","35800","35773","LARGE","0","2005-08-11",""
"2005-024G","CZ-2D DEB","28785","PRC","95.68","97.85","615","488","SMALL","0","2005-07-05",""
"2005-025A","ASTRO E2","28773","JPN","94.89","31.38","516","510","LARGE","0","2005-07-10",""
"2005-024F","CZ-2D DEB","28742","PRC","96.29","97.80","658","505","SMALL","0","2005-07-05",""
"2005-024D","CZ-2D DEB","28740","PRC","96.72","97.90","688","515","SMALL","0","2005-07-05",""
"2005-024C","CZ-2D DEB","28739","PRC","95.43","97.63","596","483","SMALL","0","2005-07-05",""
"2005-024B","CZ-2D R/B","28738","PRC","95.24","97.38","539","521","LARGE","0","2005-07-05",""
"2005-024A","SJ-7","28737","PRC","96.25","97.68","602","556","LARGE","0","2005-07-05",""
"2005-023A","EXPRESS AM-3","28707","CIS","1436.09","1.87","35795","35778","LARGE","0","2005-06-24",""
"2005-023A","EXPRESS AM-3","28707","CIS","1436.08","1.86","35795","35778","LARGE","0","2005-06-24",""
"1990-017C","SL-8 DEB","28706","CIS","104.15","83.09","1018","891","MEDIUM","0","1990-02-27",""
"2005-023H","SL-12 R/B(2)","28704","CIS","1428.41","10.61","35697","35575","LARGE","0","2005-06-24",""
"2005-023H","SL-12 R/B(2)","28704","CIS","1428.41","10.62","35697","35575","LARGE","0","2005-06-24",""
"2005-022A","GALAXY 28 (IA 8)","28702","ITSO","1436.10","0.00","35799","35775","LARGE","0","2005-06-23",""
"2005-022A","GALAXY 28 (IA 8)","28702","ITSO","1436.10","0.03","35800","35773","LARGE","0","2005-06-23",""
"1992-047AF","SL-12 DEB","28682","CIS","333.99","63.81","17708","1427","SMALL","0","1992-07-30",""
"1992-047AC","SL-12 DEB","28679","CIS","179.68","61.89","6762","1577","SMALL","0","1992-07-30",""
"1988-074M","SCOUT G-1 DEB","28676","US","106.94","89.95","1152","1018","SMALL","0","1988-08-25",""
"1988-074L","SCOUT G-1 DEB","28675","US","106.62","89.97","1135","1005","SMALL","0","1988-08-25",""
"1988-074K","SCOUT G-1 DEB","28674","US","104.08","89.88","996","907","SMALL","0","1988-08-25",""
"1988-074J","SCOUT G-1 DEB","28673","US","104.69","89.90","1030","930","SMALL","0","1988-08-25",""
"1988-074H","SCOUT G-1 DEB","28672","US","106.31","89.98","1123","988","SMALL","0","1988-08-25",""
"1968-055U","DELTA 1 DEB","28671","US","124.88","120.62","3207","589","SMALL","0","1968-07-04",""
"1968-055T","DELTA 1 DEB","28670","US","110.23","120.50","1883","591","SMALL","0","1968-07-04",""
"1968-055R","DELTA 1 DEB","28669","US","115.95","120.53","2393","603","SMALL","0","1968-07-04",""
"1968-055S","DELTA 1 DEB","28668","US","122.52","120.75","3005","582","SMALL","0","1968-07-04",""
"1968-055Q","DELTA 1 DEB","28667","US","129.93","120.55","3598","642","SMALL","0","1968-07-04",""
"1968-055P","DELTA 1 DEB","28666","US","135.61","120.58","3978","753","SMALL","0","1968-07-04",""
"1968-055N","DELTA 1 DEB","28665","US","115.90","120.67","2365","628","SMALL","0","1968-07-04",""
"1966-077AD","OPS 0856 DEB","28664","US","164.84","89.00","5223","1938","SMALL","0","1966-08-19",""
"1965-108BV","TITAN 3C TRANSTAGE DEB","28663","US","552.45","26.50","30764","1086","SMALL","0","1965-12-21",""
"1965-089G","DELTA 1 DEB","28662","US","117.96","59.39","2179","1000","SMALL","0","1965-11-06",""
"2005-019C","BREEZE-M DEB (TANK)","28661","CIS","366.81","49.32","20921","271","LARGE","0","2005-05-22",""
"2005-019B","BREEZE-M R/B","28660","CIS","932.82","9.88","35853","14640","LARGE","0","2005-05-22",""
"2005-019A","DIRECTV 8","28659","US","1436.13","0.02","35801","35773","LARGE","0","2005-05-22",""
"2005-019A","DIRECTV 8","28659","US","1436.08","0.02","35800","35772","LARGE","0","2005-05-22",""
"1988-077U","TITAN 34D TRANSTAGE DEB","28658","US","","","","","","0","1988-09-02","NO ELEMENTS AVAILABLE"
"1988-077T","TITAN 34D TRANSTAGE DEB","28657","US","672.55","27.34","37642","458","","0","1988-09-02",""
"2004-008C","BREEZE-M R/B","28656","CIS","729.78","12.37","36793","4152","LARGE","0","2004-03-15",""
"2005-018A","NOAA 18","28654","US","101.95","99.04","861","841","LARGE","0","2005-05-20",""
"2005-017C","PSLV R/B","28651","IND","97.72","97.94","703","597","LARGE","0","2005-05-05",""
"2005-017B","HAMSAT","28650","IND","96.69","97.80","617","583","MEDIUM","0","2005-05-05",""
"2005-017A","CARTOSAT-1","28649","IND","97.05","97.81","620","616","LARGE","0","2005-05-05",""
"1992-086P","USA 89 R/B DEB","28648","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"2005-016B","TITAN 4B R/B","28647","US","95.62","57.00","636","461","LARGE","0","2005-04-30",""
"2005-016A","USA 182","28646","US","99.18","57.01","723","716","","0","2005-04-30",""
"2005-015B","BLOCK DM-SL R/B","28645","SEAL","484.95","0.14","27867","270","LARGE","0","2005-04-26",""
"2005-015A","SPACEWAY 1","28644","US","1462.06","1.14","36312","36275","LARGE","0","2005-04-26",""
"2005-015A","SPACEWAY 1","28644","US","1462.06","1.14","36312","36274","LARGE","0","2005-04-26",""
"2005-012A","APSTAR 6","28638","PRC","1436.10","1.67","35807","35766","LARGE","0","2005-04-12",""
"2005-011B","MINOTAUR R/B","28637","US","102.01","98.77","863","844","LARGE","0","2005-04-11",""
"2005-010F","SL-12 R/B(2)","28634","CIS","1435.15","10.87","35848","35689","LARGE","0","2005-03-29",""
"2005-010D","SL-12 R/B(AUX MOTOR)","28632","CIS","276.89","47.42","15171","217","MEDIUM","0","2005-03-29",""
"2005-010A","EXPRESS AM-2","28629","CIS","1454.00","4.69","36242","36031","LARGE","0","2005-03-29",""
"2005-009A","INMARSAT 4-F1","28628","IM","1436.10","3.18","35799","35774","LARGE","0","2005-03-11",""
"2005-009A","INMARSAT 4-F1","28628","IM","1436.11","3.18","35800","35774","LARGE","0","2005-03-11",""
"2005-008B","BLOCK DM-SL R/B","28627","SEAL","673.28","0.73","35759","2377","LARGE","0","2005-03-01",""
"2005-008A","XM-3","28626","US","1436.11","0.01","35788","35786","LARGE","0","2005-03-01",""
"2005-008A","XM-3","28626","US","1436.17","0.02","35789","35787","LARGE","0","2005-03-01",""
"2005-006A","HIMAWARI 6","28622","JPN","1455.84","4.20","36236","36108","LARGE","0","2005-02-26",""
"1966-040AM","NIMBUS 2 DEB","28621","US","103.36","100.27","941","894","SMALL","0","1966-05-15",""
"1966-040AK","NIMBUS 2 DEB","28620","US","107.12","100.37","1139","1048","SMALL","0","1966-05-15",""
"1966-040AJ","NIMBUS 2 DEB","28619","US","105.33","100.30","1045","975","SMALL","0","1966-05-15",""
"1966-040AH","NIMBUS 2 DEB","28618","US","105.04","100.25","1031","961","SMALL","0","1966-05-15",""
"1966-040AG","NIMBUS 2 DEB","28617","US","105.58","100.45","1068","976","SMALL","0","1966-05-15",""
"1966-040AF","NIMBUS 2 DEB","28616","US","107.05","100.31","1134","1046","SMALL","0","1966-05-15",""
"1966-040AE","NIMBUS 2 DEB","28615","US","105.16","100.27","1035","968","SMALL","0","1966-05-15",""
"1966-040AD","NIMBUS 2 DEB","28614","US","107.27","100.34","1128","1072","SMALL","0","1966-05-15",""
"1966-040AC","NIMBUS 2 DEB","28613","US","105.96","100.37","1071","1007","SMALL","0","1966-05-15",""
"1966-040AB","NIMBUS 2 DEB","28612","US","105.59","100.39","1060","985","SMALL","0","1966-05-15",""
"1966-040AA","NIMBUS 2 DEB","28611","US","103.26","100.24","951","875","SMALL","0","1966-05-15",""
"1966-040Z","NIMBUS 2 DEB","28610","US","106.66","100.49","1111","1033","SMALL","0","1966-05-15",""
"1966-040Y","NIMBUS 2 DEB","28609","US","107.11","100.41","1134","1052","SMALL","0","1966-05-15",""
"1968-055M","EXPLORER 38 DEB","28608","US","224.21","120.86","5864","5831","SMALL","0","1968-07-04",""
"1985-013C","METEOR 2-12 DEB","28603","CIS","102.90","82.52","914","878","SMALL","0","1985-02-06",""
"1981-043L","METEOR 2-7 DEB","28602","CIS","100.44","81.26","811","748","SMALL","0","1981-05-14",""
"1981-043K","METEOR 2-7 DEB","28601","CIS","100.15","81.26","797","734","SMALL","0","1981-05-14",""
"1981-043J","METEOR 2-7 DEB","28600","CIS","99.03","81.24","717","708","SMALL","0","1981-05-14",""
"1981-043H","METEOR 2-7 DEB","28599","CIS","99.40","81.24","750","709","SMALL","0","1981-05-14",""
"1982-116E","METEOR 2-9 DEB","28598","CIS","99.03","81.23","735","690","SMALL","0","1982-12-14",""
"1981-043G","METEOR 2-7 DEB","28597","CIS","100.38","81.26","803","751","SMALL","0","1981-05-14",""
"1979-095G","METEOR 2-5 DEB","28596","CIS","98.99","81.19","721","700","SMALL","0","1979-10-31",""
"1979-095F","METEOR 2-5 DEB","28595","CIS","99.90","81.19","758","750","SMALL","0","1979-10-31",""
"1979-095E","METEOR 2-5 DEB","28594","CIS","101.00","81.20","820","792","SMALL","0","1979-10-31",""
"1974-015E","THOR BURNER 2A DEB","28593","US","100.55","99.00","831","738","SMALL","0","1974-03-16",""
"1974-015D","THOR BURNER 2A DEB","28592","US","97.80","99.05","703","603","SMALL","0","1974-03-16",""
"1974-015C","THOR BURNER 2A DEB","28591","US","101.34","99.15","855","789","MEDIUM","0","1974-03-16",""
"1992-047Z","SL-12 DEB","28590","CIS","328.71","65.66","17424","1374","SMALL","0","1992-07-30",""
"1992-047Y","SL-12 DEB","28589","CIS","258.28","65.84","13723","389","SMALL","0","1992-07-30",""
"1992-047Y","SL-12 DEB","28589","CIS","258.23","65.86","13723","386","SMALL","0","1992-07-30",""
"1992-047T","SL-12 DEB","28584","CIS","228.64","64.90","11580","436","SMALL","0","1992-07-30",""
"1992-047T","SL-12 DEB","28584","CIS","228.65","64.90","11579","437","SMALL","0","1992-07-30",""
"1992-047S","SL-12 DEB","28583","CIS","321.19","65.70","17770","546","SMALL","0","1992-07-30",""
"1992-047R","SL-12 DEB","28582","CIS","223.38","64.38","10252","1383","MEDIUM","0","1992-07-30",""
"1992-021R","ARIANE 44L+ DEB","28577","FR","644.78","3.50","35637","1053","MEDIUM","0","1992-04-15",""
"1991-075N","ARIANE 44L DEB","28576","FR","507.71","7.06","28590","817","LARGE","0","1991-10-29",""
"1991-075M","ARIANE 44L DEB","28575","FR","509.48","6.50","28726","779","LARGE","0","1991-10-29",""
"1991-003P","ARIANE 44L DEB","28574","FR","484.71","6.39","27642","482","MEDIUM","0","1991-01-15",""
"1991-003N","ARIANE 44L DEB","28573","FR","544.30","7.12","30758","651","MEDIUM","0","1991-01-15",""
"1989-101V","SL-12 DEB","28572","CIS","429.63","47.18","24751","213","SMALL","0","1989-12-27",""
"1989-006AM","ARIANE 2 DEB","28570","FR","630.29","6.99","35282","664","MEDIUM","0","1989-01-27",""
"1989-006AL","ARIANE 2 DEB","28569","FR","628.36","7.70","35200","647","SMALL","0","1989-01-27",""
"1989-006AL","ARIANE 2 DEB","28569","FR","628.36","7.70","35199","648","SMALL","0","1989-01-27",""
"1989-006AK","ARIANE 2 DEB","28568","FR","642.82","9.46","35734","855","SMALL","0","1989-01-27",""
"1989-006AJ","ARIANE 2 DEB","28567","FR","616.47","7.61","34750","482","SMALL","0","1989-01-27",""
"1989-006AJ","ARIANE 2 DEB","28567","FR","616.47","7.61","34749","482","SMALL","0","1989-01-27",""
"1989-006AH","ARIANE 2 DEB","28566","FR","632.34","6.86","35328","724","MEDIUM","0","1989-01-27",""
"1989-006AG","ARIANE 2 DEB","28565","FR","612.54","8.09","34539","489","MEDIUM","0","1989-01-27",""
"1989-006AF","ARIANE 2 DEB","28564","FR","641.69","8.74","35663","868","SMALL","0","1989-01-27",""
"1988-098L","ARIANE 2 DEB","28563","FR","695.48","4.00","38449","800","SMALL","0","1988-10-28",""
"1988-040F","ARIANE 2 DEB","28562","FR","598.83","7.82","33864","448","LARGE","0","1988-05-17",""
"1988-040F","ARIANE 2 DEB","28562","FR","598.83","7.82","33863","449","LARGE","0","1988-05-17",""
"1981-071V","COSMOS 1285 DEB","28561","CIS","727.37","65.67","37283","3544","MEDIUM","0","1981-08-04",""
"1981-071U","COSMOS 1285 DEB","28560","CIS","727.42","66.47","36493","4336","MEDIUM","0","1981-08-04",""
"1981-071T","COSMOS 1285 DEB","28559","CIS","726.88","66.02","36755","4048","SMALL","0","1981-08-04",""
"1981-071S","COSMOS 1285 DEB","28558","CIS","728.50","69.17","35464","5418","MEDIUM","0","1981-08-04",""
"1979-104W","ARIANE 1 DEB","28557","ESA","730.13","19.80","40329","633","MEDIUM","0","1979-12-24",""
"1979-104V","ARIANE 1 DEB","28556","ESA","736.23","15.49","40428","833","MEDIUM","0","1979-12-24",""
"1979-095D","METEOR 2-5 DEB","28555","CIS","100.34","81.20","785","765","SMALL","0","1979-10-31",""
"1979-095C","METEOR 2-5 DEB","28554","CIS","100.23","81.19","791","748","SMALL","0","1979-10-31",""
"1965-108BU","TITAN 3C TRANSTAGE DEB","28553","US","529.34","26.91","30001","595","SMALL","0","1965-12-21",""
"1965-108BT","TITAN 3C TRANSTAGE DEB","28552","US","511.78","26.29","29115","517","SMALL","0","1965-12-21",""
"1965-108BS","TITAN 3C TRANSTAGE DEB","28551","US","388.80","27.07","22020","516","SMALL","0","1965-12-21",""
"1965-108BR","TITAN 3C TRANSTAGE DEB","28550","US","523.23","26.67","29538","724","SMALL","0","1965-12-21",""
"2000-017E","DELTA 2 DEB","28549","US","851.61","92.15","46138","628","MEDIUM","0","2000-03-25",""
"2000-017D","DELTA 2 DEB","28548","US","853.68","93.00","45127","1736","MEDIUM","0","2000-03-25",""
"2004-050B","DELTA 4 R/B","28546","US","1044.67","17.08","36467","18986","LARGE","0","2004-12-21",""
"2005-005D","MAQSAT/ARIANE 5","28545","FR","581.08","7.36","33145","232","LARGE","0","2005-02-12",""
"2005-005D","MAQSAT/ARIANE 5","28545","FR","581.07","7.36","33145","232","LARGE","0","2005-02-12",""
"2005-005C","SLOSHSAT","28544","ESA","571.44","7.22","32590","275","MEDIUM","0","2005-02-12",""
"2005-005A","XTAR-EUR","28542","US","1436.12","0.02","35798","35776","LARGE","0","2005-02-12",""
"2005-005A","XTAR-EUR","28542","US","1436.12","0.02","35798","35777","LARGE","0","2005-02-12",""
"2005-004C","USA 181 DEB","28541","US","107.40","63.42","1372","841","","0","2005-02-03",""
"1980-019K","OPS 7245 DEB","28540","US","","","","","","0","1980-03-03","NO ELEMENTS AVAILABLE"
"1980-019J","OPS 7245 DEB","28539","US","","","","","","0","1980-03-03","NO ELEMENTS AVAILABLE"
"2005-004B","ATLAS 3B CENTAUR R/B","28538","US","107.21","63.83","1171","1025","","0","2005-02-03",""
"2005-004A","USA 181","28537","US","107.40","63.42","1373","840","","0","2005-02-03",""
"1992-086N","USA 89 R/B DEB","28536","US","149.06","56.00","5489","433","","0","1992-12-02",""
"1992-086M","USA 89 R/B DEB","28535","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"1992-086L","USA 89 R/B DEB","28534","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"1992-086K","USA 89 R/B DEB","28533","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"1992-086J","USA 89 R/B DEB","28532","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"1992-086H","USA 89 R/B DEB","28531","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"1992-086G","USA 89 R/B DEB","28530","US","","","","","","0","1992-12-02","NO ELEMENTS AVAILABLE"
"1984-012N","OPS 8737 DEB","28529","US","","","","","","0","1984-02-05","NO ELEMENTS AVAILABLE"
"2005-003C","BREEZE-M DEB (TANK)","28528","CIS","268.77","49.48","14551","284","LARGE","0","2005-02-03",""
"2005-003B","BREEZE-M R/B","28527","CIS","745.46","18.68","35357","6355","LARGE","0","2005-02-03",""
"2005-003B","BREEZE-M R/B","28527","CIS","745.46","18.68","35357","6354","LARGE","0","2005-02-03",""
"2005-003A","NSS 10 (AMC-12)","28526","SES","1436.12","1.05","35800","35774","LARGE","0","2005-02-03",""
"1999-017G","USA 142 DEB","28525","US","","","","","","0","1999-04-09","NO ELEMENTS AVAILABLE"
"1981-038F","TITAN 34B DEB","28524","US","505.03","63.04","29049","209","SMALL","0","1981-04-24",""
"2005-002C","TATIANA","28523","CIS","103.78","82.95","966","909","MEDIUM","0","2005-01-20",""
"2005-002B","SL-8 R/B","28522","CIS","103.63","82.95","963","897","LARGE","0","2005-01-20",""
"2005-002A","COSMOS 2414","28521","CIS","103.77","82.95","967","907","LARGE","0","2005-01-20",""
"1987-022F","GOES 7 AKM","28520","US","1457.95","13.80","40691","31735","MEDIUM","0","1987-02-26",""
"2005-001B","DELTA 2 R/B(2)","28518","US","","","","","","0","2005-01-12","HELIOCENTRIC ORBIT (SUN)"
"2005-001A","EPOXI (DEEP IMPACT)","28517","US","","","","","LARGE","0","2005-01-12","HELIOCENTRIC ORBIT (SUN)"
"2004-053E","SL-12 R/B(2)","28512","CIS","675.06","63.23","19167","19059","LARGE","0","2004-12-26",""
"2004-053C","COSMOS 2412 (GLONASS)","28510","CIS","675.73","63.23","19148","19111","LARGE","0","2004-12-26",""
"2004-053B","COSMOS 2411 (GLONASS)","28509","CIS","675.73","63.22","19139","19120","LARGE","0","2004-12-26",""
"2004-053A","COSMOS 2413 (GLONASS)","28508","CIS","675.73","63.22","19150","19109","LARGE","0","2004-12-26",""
"2004-050A","DELTA 4 DEMO SPACECRAFT","28500","US","1019.04","16.57","36456","17877","LARGE","0","2004-12-21",""
"2004-049H","ARIANE 5 R/B","28499","FR","97.30","98.06","693","565","LARGE","0","2004-12-18",""
"2004-049G","PARASOL","28498","FR","98.04","98.34","677","653","MEDIUM","0","2004-12-18",""
"2004-049F","ESSAIM-4","28497","FR","","","","","","0","2004-12-18","NO ELEMENTS AVAILABLE"
"2004-049E","ESSAIM-3","28496","FR","","","","","","0","2004-12-18","NO ELEMENTS AVAILABLE"
"2004-049D","ESSAIM-2","28495","FR","","","","","","0","2004-12-18","NO ELEMENTS AVAILABLE"
"2004-049C","ESSAIM-1","28494","FR","","","","","","0","2004-12-18","NO ELEMENTS AVAILABLE"
"2004-049B","NANOSAT(1)","28493","SPN","97.72","98.12","654","646","MEDIUM","0","2004-12-18",""
"2004-049A","HELIOS-2A","28492","FR","","","","","","0","2004-12-18","NO ELEMENTS AVAILABLE"
"2004-042C","FENGYUN 2C AKM","28491","PRC","1420.95","10.25","35586","35393","MEDIUM","0","2004-10-19",""
"2004-047A","SWIFT","28485","US","95.70","20.56","560","545","LARGE","0","2004-11-20",""
"2004-046F","CZ-2C DEB","28484","PRC","99.85","98.57","828","675","SMALL","0","2004-11-18",""
"2004-046E","CZ-2C DEB","28483","PRC","99.66","98.12","822","662","SMALL","0","2004-11-18",""
"2004-046D","CZ-2C DEB","28482","PRC","100.29","98.81","866","679","SMALL","0","2004-11-18",""
"2004-046C","CZ-2C DEB","28481","PRC","100.07","98.14","853","671","SMALL","0","2004-11-18",""
"2004-046B","CZ-2C R/B","28480","PRC","101.00","98.08","908","704","LARGE","0","2004-11-18",""
"2004-046A","SHIYUAN 2 (SY-2)","28479","PRC","98.56","98.15","696","684","LARGE","0","2004-11-18",""
"2004-041C","BREEZE-M DEB (TANK)","28477","CIS","643.38","47.23","35186","1432","LARGE","0","2004-10-14",""
"2004-041C","BREEZE-M DEB (TANK)","28477","CIS","643.38","47.23","35185","1433","LARGE","0","2004-10-14",""
"2004-045A","NAVSTAR 56 (USA 180)","28474","US","718.00","54.98","20712","19653","LARGE","0","2004-11-06",""
"2004-048B","ATLAS 5 CENTAUR R/B","28473","US","698.75","18.66","34655","4757","LARGE","0","2004-12-17",""
"2004-048A","AMC-16","28472","SES","1436.09","0.02","35798","35774","LARGE","0","2004-12-17",""
"2004-048A","AMC-16","28472","SES","1436.09","0.02","35799","35774","LARGE","0","2004-12-17",""
"2004-044A","JB-3 C","28470","PRC","95.82","97.34","590","526","LARGE","0","2004-11-06",""
"2004-043D","SL-12 R/B(2)","28466","CIS","1438.07","11.14","35858","35792","LARGE","0","2004-10-29",""
"2004-043D","SL-12 R/B(2)","28466","CIS","1438.06","11.14","35858","35792","LARGE","0","2004-10-29",""
"2004-043A","EXPRESS AM-1","28463","CIS","1451.72","7.37","36115","36069","LARGE","0","2004-10-29",""
"2004-043A","EXPRESS AM-1","28463","CIS","1451.72","7.38","36115","36069","LARGE","0","2004-10-29",""
"2002-056G","RITE TARGET 2","28455","JPN","100.52","98.48","791","776","SMALL","0","2002-12-14",""
"2002-056F","RITE TARGET 1","28454","JPN","100.53","98.48","791","776","SMALL","0","2002-12-14",""
"2004-042A","FENGYUN 2C","28451","PRC","1468.12","9.02","36444","36378","LARGE","0","2004-10-19",""
"2004-029B","CZ-2C R/B","28448","PRC","651.56","87.19","36506","529","LARGE","0","2004-07-25",""
"2004-041B","BREEZE-M R/B","28447","CIS","770.16","17.54","35769","7139","LARGE","0","2004-10-14",""
"2004-041A","AMC-15","28446","SES","1436.10","0.02","35798","35775","LARGE","0","2004-10-14",""
"1962-002E","DELTA 1 DEB","28443","US","98.98","48.27","764","656","SMALL","0","1962-02-08",""
"2002-024E","CZ-4B DEB","28438","PRC","100.60","98.53","804","771","SMALL","0","2002-05-15",""
"2001-056L","SL-16 DEB","28437","CIS","108.49","99.46","1310","1004","SMALL","0","2001-12-10",""
"2001-056K","SL-16 DEB","28436","CIS","108.38","99.49","1297","1006","SMALL","0","2001-12-10",""
"2001-049NY","PSLV DEB","28432","IND","98.04","97.66","718","612","SMALL","0","2001-10-22",""
"2001-049NW","PSLV DEB","28430","IND","95.69","97.69","575","528","SMALL","0","2001-10-22",""
"2001-049NP","PSLV DEB","28429","IND","94.69","97.36","512","496","SMALL","0","2001-10-22",""
"2004-037C","SL-8 R/B","28421","CIS","115.72","82.48","1505","1471","LARGE","0","2004-09-23",""
"2004-037B","COSMOS 2409","28420","CIS","115.64","82.48","1495","1473","MEDIUM","0","2004-09-23",""
"2004-037A","COSMOS 2408","28419","CIS","115.60","82.49","1495","1470","MEDIUM","0","2004-09-23",""
